Date,coke,pepsi
27/01/2014,69.45999908,82.05999756
28/01/2014,68.88999939,82.31999969
29/01/2014,68.34999847,80.22000122
30/01/2014,68.68000031,81.08000183
31/01/2014,68.27999878,80.36000061
3/02/2014,66.09999847,78.56999969
4/02/2014,66.15000153,78.81999969
5/02/2014,66.52999878,79.41999817
6/02/2014,66.86000061,79.38999939
7/02/2014,67.94000244,80.22000122
10/02/2014,68.73000336,80.59999847
11/02/2014,69.47000122,81.25
12/02/2014,69.38999939,81.48999786
13/02/2014,71.94000244,79.69000244
14/02/2014,72.26999664,78.08999634
18/02/2014,73.12999725,78.18000031
19/02/2014,72.43000031,77.09999847
20/02/2014,73.51000214,78.01000214
21/02/2014,74.65000153,78.22000122
24/02/2014,75.66000366,78.87999725
25/02/2014,75.16999817,79.23000336
26/02/2014,75,78.65000153
27/02/2014,75.55999756,79.06999969
28/02/2014,75.63999939,80.06999969
3/03/2014,79.95999908,79.51999664
4/03/2014,84.33999634,80.84999847
5/03/2014,85.45999908,81.11000061
6/03/2014,86.08999634,81.33000183
7/03/2014,86.56999969,81.55999756
10/03/2014,87.33999634,81.73000336
11/03/2014,87.16000366,82.80999756
12/03/2014,87.61000061,82.15000153
13/03/2014,87.58999634,81.80000305
14/03/2014,88.41999817,81
17/03/2014,88.5,82.05000305
18/03/2014,88.45999908,81.94999695
19/03/2014,88.55000305,81.37000275
20/03/2014,88.41000366,81.86000061
21/03/2014,88.04000092,82.13999939
24/03/2014,87.01000214,81.88999939
25/03/2014,87.90000153,82.40000153
26/03/2014,86.44000244,82.87000275
27/03/2014,85.69999695,82.54000092
28/03/2014,85.25,82.94999695
31/03/2014,84.98000336,83.5
1/04/2014,85.01000214,82.87999725
2/04/2014,83.25,82.73000336
3/04/2014,82.40000153,82.91000366
4/04/2014,79.15000153,82.58999634
7/04/2014,80.23000336,83.91000366
8/04/2014,81.5,83.47000122
9/04/2014,81.94999695,83.91000366
10/04/2014,81.44999695,83.62000275
11/04/2014,81.05999756,83.15000153
14/04/2014,81.19999695,83.55000305
15/04/2014,80.77999878,83.95999908
16/04/2014,81.06999969,84.76999664
17/04/2014,80.70999908,85.55000305
21/04/2014,81.25,85.91000366
22/04/2014,81.04000092,85.13999939
23/04/2014,81.30000305,85.41000366
24/04/2014,82.40000153,85.51999664
25/04/2014,82.41000366,85.25
28/04/2014,82.97000122,86.81999969
29/04/2014,83.33999634,85.76000214
30/04/2014,82.23000336,85.88999939
1/05/2014,82.13999939,85.56999969
2/05/2014,82.98999786,85.51999664
5/05/2014,82.22000122,85.91000366
6/05/2014,80.34999847,85.37000275
7/05/2014,78.26000214,86.80000305
8/05/2014,77.26999664,86.66000366
9/05/2014,77.48999786,87.16999817
12/05/2014,78.31999969,86.93000031
13/05/2014,77.62999725,87.23000336
14/05/2014,75.61000061,86.83999634
15/05/2014,76.01999664,85.73999786
16/05/2014,76.30000305,86.54000092
19/05/2014,75.65000153,86.09999847
20/05/2014,75.37000275,85.65000153
21/05/2014,75.83999634,86.09999847
22/05/2014,76.52999878,85.58000183
23/05/2014,76.45999908,85.83000183
27/05/2014,77.93000031,86.52999878
28/05/2014,75.61000061,87.06999969
29/05/2014,76.36000061,87.73000336
30/05/2014,75.26000214,88.33000183
2/06/2014,75.26000214,87.87000275
3/06/2014,75.98000336,88.22000122
4/06/2014,75.06999969,87.43000031
5/06/2014,75.66999817,87.76000214
6/06/2014,76.33000183,87.91000366
9/06/2014,76.23000336,88
10/06/2014,75.88999939,88.41999817
11/06/2014,75.11000061,87.77999878
12/06/2014,74.73999786,87.22000122
13/06/2014,74.76000214,87.19000244
16/06/2014,74.30000305,87.55000305
17/06/2014,73.75,87.27999878
18/06/2014,74.08999634,88.90000153
19/06/2014,73.98000336,90.09999847
20/06/2014,75,89.09999847
23/06/2014,75.11000061,88.38999939
24/06/2014,74.15000153,88.05000305
25/06/2014,73.76000214,88.58000183
26/06/2014,73.59999847,88.61000061
27/06/2014,74.55999756,88.76000214
30/06/2014,73.66999817,89.33999634
1/07/2014,74.45999908,89.12999725
2/07/2014,74.62999725,89.66999817
3/07/2014,75.61000061,90.01999664
7/07/2014,74.51999664,89.86000061
8/07/2014,74.23999786,89.73000336
9/07/2014,73.41999817,89.76999664
10/07/2014,72.51000214,90.09999847
11/07/2014,72.63999939,89.84999847
14/07/2014,72.54000092,91.08000183
15/07/2014,72.15000153,90.33999634
16/07/2014,72.43000031,90.5
17/07/2014,72.25,89.98999786
18/07/2014,72.54000092,90.08999634
21/07/2014,72.59999847,89.91000366
22/07/2014,72.44999695,89.16999817
23/07/2014,72.11000061,90.81999969
24/07/2014,70.76000214,91.91000366
25/07/2014,70.87999725,91.55000305
28/07/2014,70.83000183,90.97000122
29/07/2014,70.69999695,90.13999939
30/07/2014,70.08000183,88.91000366
31/07/2014,69.81999969,88.09999847
1/08/2014,69.27999878,88.11000061
4/08/2014,70.55999756,89.69000244
5/08/2014,70.62999725,89.19999695
6/08/2014,71.68000031,90.51000214
7/08/2014,72.16000366,89.90000153
8/08/2014,73.27999878,90.29000092
11/08/2014,74.15000153,91.79000092
12/08/2014,74.16999817,91.20999908
13/08/2014,74.25,91.73999786
14/08/2014,73.90000153,91.79000092
15/08/2014,74.25,91.84999847
18/08/2014,75.09999847,92.15000153
19/08/2014,75.90000153,91.86000061
20/08/2014,75.23999786,92.23000336
21/08/2014,75.16999817,92.05000305
22/08/2014,74.59999847,91.59999847
25/08/2014,74.09999847,93.19000244
26/08/2014,73.73999786,92.59999847
27/08/2014,73.38999939,92.23000336
28/08/2014,73.25,92.58000183
29/08/2014,74.36000061,92.48999786
2/09/2014,76.51000214,92.48000336
3/09/2014,75.58999634,92.75
4/09/2014,75.91000366,91.84999847
5/09/2014,74.61000061,91.75
8/09/2014,75.33000183,91.86000061
9/09/2014,75.01000214,91.41999817
10/09/2014,75.62000275,91.79000092
11/09/2014,76.04000092,91.65000153
12/09/2014,76.44999695,90.87000275
15/09/2014,76.26000214,91.19999695
16/09/2014,76.84999847,92.56999969
17/09/2014,76.18000031,92.84999847
18/09/2014,75.38999939,93.37000275
19/09/2014,77.41000366,93.79000092
22/09/2014,77.12000275,93.58000183
23/09/2014,77.01999664,92.93000031
24/09/2014,76.84999847,93.5
25/09/2014,75.51000214,92.66999817
26/09/2014,75.73999786,93.12999725
29/09/2014,74.97000122,93.15000153
30/09/2014,74.62999725,93.08999634
1/10/2014,74.12999725,92.65000153
2/10/2014,73.87000275,92.58000183
3/10/2014,76.05999756,93.5
6/10/2014,76.05999756,93.37000275
7/10/2014,75.75,93.09999847
8/10/2014,78.69000244,93.94000244
9/10/2014,77.01999664,93.56999969
10/10/2014,78.58999634,94.65000153
13/10/2014,80.55000305,93.94000244
14/10/2014,82.55000305,93.01000214
15/10/2014,82.83999634,91.76999664
16/10/2014,82.02999878,90.79000092
17/10/2014,81.51000214,91.51000214
20/10/2014,81.31999969,93.55000305
21/10/2014,81.27999878,93.73000336
22/10/2014,81.62999725,94.45999908
23/10/2014,81.98000336,93.76000214
24/10/2014,82.61000061,94.59999847
27/10/2014,83.08000183,94.62000275
28/10/2014,87.05000305,95.26000214
29/10/2014,86.95999908,94.69000244
30/10/2014,89.29000092,95.65000153
31/10/2014,90.44000244,96.16999817
3/11/2014,91.30999756,95.83000183
4/11/2014,91.41000366,96.73000336
5/11/2014,90.65000153,96.88999939
6/11/2014,90.81999969,96.80999756
7/11/2014,90,96.80000305
10/11/2014,88.95999908,96.97000122
11/11/2014,90.26999664,96.69999695
12/11/2014,91.19000244,97.16000366
13/11/2014,90.08000183,98.54000092
14/11/2014,91.68000031,97.72000122
17/11/2014,90.62000275,98.41999817
18/11/2014,91.48999786,97.94000244
19/11/2014,91.68000031,98.41000366
20/11/2014,92.45999908,98.05999756
21/11/2014,92.48999786,98.88999939
24/11/2014,93.43000031,98.68000031
25/11/2014,92.38999939,98.93000031
26/11/2014,93.37000275,99.34999847
28/11/2014,94.55999756,100.0999985
1/12/2014,86.34999847,99.66999817
2/12/2014,88.22000122,100.3899994
3/12/2014,87.29000092,98.31999969
4/12/2014,88.16000366,97.75
5/12/2014,89.33999634,97.76000214
8/12/2014,86.02999878,97.77999878
9/12/2014,86.48000336,97.12999725
10/12/2014,85.12999725,96.18000031
11/12/2014,88.41999817,96.29000092
12/12/2014,84.56999969,94.73999786
15/12/2014,82.66000366,94.13999939
16/12/2014,83.80999756,92.58999634
17/12/2014,87.19999695,93.72000122
18/12/2014,88.72000122,95.36000061
19/12/2014,86.73999786,95.44000244
22/12/2014,87.63999939,96.62000275
23/12/2014,87.73999786,97.36000061
24/12/2014,88.19000244,97.08999634
26/12/2014,88.55000305,97.05000305
29/12/2014,87.94000244,96.73000336
30/12/2014,88.30999756,95.95999908
31/12/2014,88.02999878,94.55999756
2/01/2015,89.87000275,94.44000244
5/01/2015,89.19999695,93.73000336
6/01/2015,88.58999634,93.01999664
7/01/2015,89.12999725,95.73999786
8/01/2015,90.18000031,97.48000336
9/01/2015,90.22000122,96.81999969
12/01/2015,90.23000336,96.41999817
13/01/2015,91.30000305,96.34999847
14/01/2015,91.59999847,96.66999817
15/01/2015,93.86000061,96.66999817
16/01/2015,95.98999786,97.29000092
20/01/2015,98.47000122,97.51000214
21/01/2015,99.40000153,97.40000153
22/01/2015,102.8499985,98.90000153
23/01/2015,104.0100021,98.52999878
26/01/2015,105.0699997,98.69000244
27/01/2015,103.9300003,96.72000122
28/01/2015,101.0299988,95.72000122
29/01/2015,98.69000244,96.02999878
30/01/2015,97.54000092,93.77999878
2/02/2015,97.27999878,95.33000183
3/02/2015,98.54000092,96.19999695
4/02/2015,101.5800018,96.59999847
5/02/2015,101.9199982,96.61000061
6/02/2015,100.5,96.70999908
9/02/2015,99.68000031,95.97000122
10/02/2015,100.1500015,97.98999786
11/02/2015,99.51999664,100.4000015
12/02/2015,100.2900009,100.2699966
13/02/2015,100.7699966,99.12999725
17/02/2015,100.3199997,98.36000061
18/02/2015,102.9400024,99.33000183
19/02/2015,101.7900009,98.72000122
20/02/2015,102.2399979,99.05999756
23/02/2015,102.7600021,99.44999695
24/02/2015,103.3799973,99.58000183
25/02/2015,103.5899963,99.5
26/02/2015,103.8000031,99.06999969
27/02/2015,104.3899994,98.98000336
2/03/2015,105.6500015,99
3/03/2015,106.3700027,98.40000153
4/03/2015,104.2399979,97.36000061
5/03/2015,101.4100037,97.23000336
6/03/2015,102.0100021,96.16999817
9/03/2015,105.6800003,96.04000092
10/03/2015,104.8399963,94.43000031
11/03/2015,103.6399994,93.62999725
12/03/2015,106.4800034,95.70999908
13/03/2015,106.6500015,94.31999969
16/03/2015,107.9000015,95.44999695
17/03/2015,106.1699982,94.12999725
18/03/2015,107,94.63999939
19/03/2015,106.7699966,94.09999847
20/03/2015,107.5899963,95.33999634
23/03/2015,107.3899994,95.84999847
24/03/2015,108.8799973,95.86000061
25/03/2015,106.8799973,95.26000214
26/03/2015,106.9700012,95.62999725
27/03/2015,111.5699997,95.94999695
30/03/2015,113.5699997,96.51999664
31/03/2015,113.0599976,95.62000275
1/04/2015,114,95.08999634
2/04/2015,114.5199966,95.69000244
6/04/2015,115.4300003,96.48000336
7/04/2015,115.7099991,96.20999908
8/04/2015,116,96.02999878
9/04/2015,114.5100021,96.34999847
10/04/2015,115.8600006,96.19999695
13/04/2015,115.0699997,95.52999878
14/04/2015,115.3000031,96.48999786
15/04/2015,115.1100006,96.62999725
16/04/2015,115.0500031,96.44999695
17/04/2015,111.3199997,95.80999756
20/04/2015,113.6999969,96.5
21/04/2015,114.7300034,96.77999878
22/04/2015,114.1900024,97.27999878
23/04/2015,113.0400009,95.73000336
24/04/2015,113.3600006,95.16999817
27/04/2015,114.0100021,94.48999786
28/04/2015,113.9499969,94.41999817
29/04/2015,111.4599991,94.37999725
30/04/2015,113,95.12000275
1/05/2015,111.5100021,95.55999756
4/05/2015,112.3199997,95.94999695
5/05/2015,112.25,95.41999817
6/05/2015,113.2600021,95.48000336
7/05/2015,113,95.15000153
8/05/2015,113.1999969,96.55000305
11/05/2015,113.1600037,96.34999847
12/05/2015,111.2600021,96.19999695
13/05/2015,111.7699966,96.41000366
14/05/2015,112.4700012,98
15/05/2015,112.5199966,98.22000122
18/05/2015,113.0800018,98.05000305
19/05/2015,113.8700027,97.94999695
20/05/2015,115.4300003,97.69000244
21/05/2015,114.4000015,97.19999695
22/05/2015,113,96.26000214
26/05/2015,113,95.79000092
27/05/2015,113.5500031,96.37999725
28/05/2015,112.5299988,97.05999756
29/05/2015,113.5699997,96.43000031
1/06/2015,122.5,95.97000122
2/06/2015,123.2799988,96.05000305
3/06/2015,124.0199966,95.30000305
4/06/2015,124.3099976,94.13999939
5/06/2015,123.8499985,93.05000305
8/06/2015,123.0199966,92.83999634
9/06/2015,121.7099991,93.06999969
10/06/2015,122.4100037,93.69000244
11/06/2015,123.8899994,94.08999634
12/06/2015,123,93.73999786
15/06/2015,122.9800034,92.63999939
16/06/2015,124.7399979,93.55000305
17/06/2015,130.4400024,94.05000305
18/06/2015,133.1300049,95.23000336
19/06/2015,137.2100067,94.86000061
22/06/2015,144.4900055,95.59999847
23/06/2015,144.25,95.59999847
24/06/2015,143.3200073,95.29000092
25/06/2015,145.5299988,94.83000183
26/06/2015,148.9799957,94.91000366
29/06/2015,149.6300049,93.69000244
30/06/2015,151.0700073,93.33999634
1/07/2015,155.4100037,94.51999664
2/07/2015,153.3300018,94.66000366
6/07/2015,154.7400055,94.40000153
7/07/2015,152.9400024,96.40000153
8/07/2015,153.4700012,95.61000061
9/07/2015,154.0800018,94.58999634
10/07/2015,164.3500061,95.55000305
13/07/2015,168.4299927,97.22000122
14/07/2015,170.9199982,97.12999725
15/07/2015,172.0599976,96.34999847
16/07/2015,154.3500061,96.90000153
17/07/2015,162.1999969,96.77999878
20/07/2015,155,97.30999756
21/07/2015,152.6199951,96.93000031
22/07/2015,152.7899933,97.16999817
23/07/2015,147.9400024,96.87000275
24/07/2015,151.6199951,96.18000031
27/07/2015,157.5099945,95.66000366
28/07/2015,156.9100037,96.11000061
29/07/2015,155,96.52999878
30/07/2015,159.4799957,96.62999725
31/07/2015,162,96.34999847
3/08/2015,160.2400055,97.44999695
4/08/2015,165,97.80999756
5/08/2015,165.7700043,99.19000244
6/08/2015,162.1100006,99.15000153
7/08/2015,163.2799988,99.09999847
10/08/2015,162.5200043,99.08999634
11/08/2015,162.2599945,98.62000275
12/08/2015,160.8600006,98.37999725
13/08/2015,160.5700073,98.79000092
14/08/2015,162.8500061,99.23000336
17/08/2015,166.3200073,99.86000061
18/08/2015,164.6999969,99.76999664
19/08/2015,161.25,98.98999786
20/08/2015,158.6199951,97.98000336
21/08/2015,154.1499939,96.25
24/08/2015,155.5500031,91.83000183
25/08/2015,160.5500031,89.63999939
26/08/2015,161.8000031,92.48999786
27/08/2015,155.8300018,93.59999847
28/08/2015,157.5599976,93.52999878
31/08/2015,154.2299957,92.93000031
1/09/2015,154.1399994,91.33000183
2/09/2015,159.3099976,91.63999939
3/09/2015,163.1999969,92.12999725
4/09/2015,157.3500061,90.91999817
8/09/2015,165.2700043,92.37000275
9/09/2015,160.7899933,90.83000183
10/09/2015,162,91.05999756
11/09/2015,163.0500031,91.62000275
14/09/2015,164.3099976,91.19999695
15/09/2015,164.6000061,92.05999756
16/09/2015,165,93.06999969
17/09/2015,171.1799927,93.37000275
18/09/2015,166.3500061,93.05000305
21/09/2015,169.2700043,93.70999908
22/09/2015,170.4299927,92.37000275
23/09/2015,173.2299957,92.40000153
24/09/2015,185.3099976,92.47000122
25/09/2015,189.1300049,93.47000122
28/09/2015,192.3899994,92.47000122
29/09/2015,193.6999969,93.04000092
30/09/2015,193.3800049,94.30000305
1/10/2015,191,93.84999847
2/10/2015,195.1499939,94.16000366
5/10/2015,198.8300018,95.80999756
6/10/2015,206.6900024,97.06999969
7/10/2015,217.4600067,98.51999664
8/10/2015,210.8699951,98.97000122
9/10/2015,214.3099976,99.47000122
12/10/2015,215.8200073,99.13999939
13/10/2015,214.8200073,97.91999817
14/10/2015,211.6300049,97.48999786
15/10/2015,212.5700073,98.27999878
16/10/2015,212,99.69999695
19/10/2015,212.5500031,100.1800003
20/10/2015,214.3899994,100.2699966
21/10/2015,211.1999969,100.25
22/10/2015,212.6300049,103.0800018
23/10/2015,212.5599976,102.4300003
26/10/2015,208.5500031,102.5400009
27/10/2015,208.0399933,102.9400024
28/10/2015,214.7299957,102.7399979
29/10/2015,213.0700073,102.8000031
30/10/2015,211.2100067,102.1900024
2/11/2015,209.9700012,101.4000015
3/11/2015,207.4199982,100.9199982
4/11/2015,176.3600006,100.6200027
5/11/2015,185.6000061,100.6100006
6/11/2015,188.9499969,99.72000122
9/11/2015,182.7599945,98.87999725
10/11/2015,180.3200073,98.83000183
11/11/2015,184.3600006,99.43000031
12/11/2015,176.6100006,98.37000275
13/11/2015,176.7799988,98.04000092
16/11/2015,175.4600067,99.55999756
17/11/2015,173.1499939,98.83000183
18/11/2015,172.3800049,100.2699966
19/11/2015,172.9700012,100.9300003
20/11/2015,188.6300049,100.0999985
23/11/2015,192.8899994,100.8499985
24/11/2015,188.1199951,100.6299973
25/11/2015,193.1499939,100.5
27/11/2015,198.6900024,100.7399979
30/11/2015,193.6699982,100.1600037
1/12/2015,193.6499939,101.0599976
2/12/2015,193.3999939,99.48000336
3/12/2015,192.0599976,99.08999634
4/12/2015,193.1399994,101.0599976
7/12/2015,195.4900055,100.6699982
8/12/2015,195.1100006,100.1699982
9/12/2015,192.9400024,99.12999725
10/12/2015,189.9700012,98.90000153
11/12/2015,183.7700043,97.77999878
14/12/2015,191.6699982,97.94999695
15/12/2015,194.2200012,99.38999939
16/12/2015,194.7799988,101.0800018
17/12/2015,189.0200043,100.1999969
18/12/2015,182.8399963,97.90000153
21/12/2015,182.6000061,98.62000275
22/12/2015,183.9799957,99.80000305
23/12/2015,183.9199982,100.6399994
24/12/2015,178.6600037,100.5400009
28/12/2015,182.6100006,100.6800003
29/12/2015,181.9799957,101.4499969
30/12/2015,183.3999939,101.1500015
31/12/2015,182.5099945,99.91999817
4/01/2016,175.0500031,98.76999664
5/01/2016,176.7400055,99.44999695
6/01/2016,179.9499969,99.48000336
7/01/2016,177.4299927,97.56999969
8/01/2016,177.8999939,97.20999908
11/01/2016,172.5700073,97.44000244
12/01/2016,174.4600067,97.62000275
13/01/2016,169.1100006,96.5
14/01/2016,169.4900055,95.80999756
15/01/2016,166,93.93000031
19/01/2016,171.1799927,95.76999664
20/01/2016,172.5200043,93.76999664
21/01/2016,170.6000061,94.47000122
22/01/2016,167.8800049,95.84999847
25/01/2016,170.5899963,95.94000244
26/01/2016,170.3600006,96.31999969
27/01/2016,170.6999969,95.94000244
28/01/2016,177.3800049,97.44999695
29/01/2016,175.8999939,99.30000305
1/02/2016,173.6100006,99.02999878
2/02/2016,162.6100006,98.20999908
3/02/2016,163.1699982,98.72000122
4/02/2016,160.25,97.38999939
5/02/2016,155.5,97.31999969
8/02/2016,156.25,97.51999664
9/02/2016,163.9299927,98.27999878
10/02/2016,160.0099945,97.62000275
11/02/2016,160.2400055,96.90000153
12/02/2016,163.2799988,98.48999786
16/02/2016,164.7899933,98.59999847
17/02/2016,169.1499939,99.55000305
18/02/2016,168.7200012,99.62000275
19/02/2016,177,99.58000183
22/02/2016,167.9700012,99.87000275
23/02/2016,171.1900024,99.54000092
24/02/2016,173.2299957,99.68000031
25/02/2016,176.6900024,100.6699982
26/02/2016,173.6199951,98.36000061
29/02/2016,174.7200012,97.81999969
1/03/2016,178.1999969,99.08999634
2/03/2016,173.3000031,98.33000183
3/03/2016,177.6100006,99.16000366
4/03/2016,176.8699951,100
7/03/2016,178.1699982,99.25
8/03/2016,178.0899963,99.73999786
9/03/2016,178.1000061,100.1999969
10/03/2016,178.1199951,100.7799988
11/03/2016,175.8500061,101.3099976
14/03/2016,173.0299988,100.6500015
15/03/2016,169.1499939,101.1500015
16/03/2016,173.9799957,100.8300018
17/03/2016,173.4400024,101.8700027
18/03/2016,171.1499939,101.2900009
21/03/2016,166.8000031,101.5400009
22/03/2016,164.4900055,100.7699966
23/03/2016,162.2700043,100.8099976
24/03/2016,159.25,100.6800003
28/03/2016,156.3699951,100.9800034
29/03/2016,164.6199951,101.3700027
30/03/2016,163.7400055,102.6900024
31/03/2016,159.7599945,102.4800034
1/04/2016,162.6900024,103.7799988
4/04/2016,163.6999969,103.8199997
5/04/2016,161,103.0999985
6/04/2016,163.1399994,103.9199982
7/04/2016,163.4600067,103.5999985
8/04/2016,165.9100037,105.0800018
11/04/2016,162.9700012,104.3000031
12/04/2016,163.6399994,104.9100037
13/04/2016,163.6999969,104.1200027
14/04/2016,163.1699982,103.1600037
15/04/2016,161.5800018,103.7699966
18/04/2016,162.4499969,103.7200012
19/04/2016,166.6199951,104.3199997
20/04/2016,164.4199982,102.4400024
21/04/2016,159.5,100.9899979
22/04/2016,160.9199982,101.9800034
25/04/2016,162.3000031,102.8000031
26/04/2016,160.9400024,102.5999985
27/04/2016,160.4199982,102.6299973
28/04/2016,158.25,102.9700012
29/04/2016,159.3699951,102.9599991
2/05/2016,164.3600006,103.4300003
3/05/2016,161.5500031,103.5599976
4/05/2016,164,104.0199966
5/05/2016,165.5700073,104.2099991
6/05/2016,165.7200012,104.9599991
9/05/2016,165.6999969,105.2799988
10/05/2016,166.9900055,106.5699997
11/05/2016,146.1799927,105.7200012
12/05/2016,149.2700043,106.0999985
13/05/2016,148.7299957,104.1800003
16/05/2016,138.7200012,104.1299973
17/05/2016,133.2599945,102.3700027
18/05/2016,134.0899963,100.9100037
19/05/2016,126.5999985,101.3300018
20/05/2016,128.6999969,100.0999985
23/05/2016,128.5500031,100.4199982
24/05/2016,128.0500031,101.0899963
25/05/2016,125.8199997,101.0899963
26/05/2016,123.1900024,101.9000015
27/05/2016,126.9599991,101.9599991
31/05/2016,123.5,101.1699982
1/06/2016,124.9199982,101.5699997
2/06/2016,124.5599976,102
3/06/2016,124.2699966,102.5299988
6/06/2016,125.9599991,102.6999969
7/06/2016,123.8300018,102.4899979
8/06/2016,124.2799988,103.1800003
9/06/2016,121.7799988,103.6600037
10/06/2016,121.9100037,103.3099976
13/06/2016,124.25,103.0599976
14/06/2016,127.2799988,103.2300034
15/06/2016,132.3500061,102.8600006
16/06/2016,140.5299988,103.8499985
17/06/2016,140.5299988,103.4100037
20/06/2016,142.4100037,103.3700027
21/06/2016,141.1000061,104.0800018
22/06/2016,140.25,103.7399979
23/06/2016,140.1199951,104.4400024
24/06/2016,140.5899963,101.9800034
27/06/2016,141.0899963,102.1299973
28/06/2016,140.0299988,102.1399994
29/06/2016,142.5200043,103.1200027
30/06/2016,147.4700012,105.9400024
1/07/2016,144.8200073,105.6299973
5/07/2016,145.4400024,106.4199982
6/07/2016,144.7599945,105.9199982
7/07/2016,144.2899933,107.4899979
8/07/2016,145.3099976,108.2699966
11/07/2016,145.9299927,108.9100037
12/07/2016,146.4499969,108.7900009
13/07/2016,146.8999939,109.9100037
14/07/2016,146.3800049,109.9599991
15/07/2016,144.1100006,109.6600037
18/07/2016,144.6900024,109.2099991
19/07/2016,146.3699951,109.5299988
20/07/2016,148.6100006,108.9199982
21/07/2016,147.0599976,108.5800018
22/07/2016,149.3000031,109.1900024
25/07/2016,148.4299927,109.0199966
26/07/2016,147.6199951,108.1999969
27/07/2016,141.7299957,107.4800034
28/07/2016,143.9400024,108.1299973
29/07/2016,142.4100037,108.9199982
1/08/2016,144.5099945,108.9300003
2/08/2016,142.6000061,108.7200012
3/08/2016,142.4199982,108.0400009
4/08/2016,142.2700043,108.4199982
5/08/2016,142.3500061,108.6600037
8/08/2016,141.5599976,108.1399994
9/08/2016,141.5299988,108.2799988
10/08/2016,153.5,108.8199997
11/08/2016,152.25,108.4800034
12/08/2016,156.5,108.5899963
15/08/2016,158,108.7200012
16/08/2016,153.9600067,108
17/08/2016,151.6999969,108.4700012
18/08/2016,152.7599945,108.2799988
19/08/2016,151.2599945,108.1699982
22/08/2016,150.0399933,107.9599991
23/08/2016,153.0200043,107.8799973
24/08/2016,151.7100067,108.1100006
25/08/2016,152.5599976,107.8799973
26/08/2016,151.3399963,107.4499969
29/08/2016,150.2599945,107.9899979
30/08/2016,150.5200043,107.2099991
31/08/2016,150.3000031,106.75
1/09/2016,152.6499939,107.2900009
2/09/2016,153.8300018,107.8700027
6/09/2016,153.7200012,107.9199982
7/09/2016,154.6199951,107.2099991
8/09/2016,151.6300049,106.8799973
9/09/2016,149.2100067,104.0500031
12/09/2016,149.8000031,106.0199966
13/09/2016,147.1499939,104.5899963
14/09/2016,146.1799927,105.0500031
15/09/2016,146.3999939,105.4800034
16/09/2016,143.8500061,105.2799988
19/09/2016,144.6399994,105.6699982
20/09/2016,145.7299957,106.3000031
21/09/2016,145.9499969,107.1299973
22/09/2016,150.5299988,107.8199997
23/09/2016,148.5200043,107.3399963
26/09/2016,144.5,107.0299988
27/09/2016,148.1900024,107.4899979
28/09/2016,146.1300049,107.3799973
29/09/2016,143.4100037,107.7600021
30/09/2016,148.1600037,108.7699966
3/10/2016,145.1199951,108.25
4/10/2016,143.4900055,107.0999985
5/10/2016,141.4400024,106.0100021
6/10/2016,142.5,106.4000015
7/10/2016,141.4700012,105.9899979
10/10/2016,141.5800018,106.2200012
11/10/2016,140.3000031,105.5699997
12/10/2016,141.7899933,106.0800018
13/10/2016,141.8699951,105.9199982
14/10/2016,140.3500061,106.8300018
17/10/2016,141.2299957,106.8499985
18/10/2016,142.3999939,106.9499969
19/10/2016,143.9799957,106.2600021
20/10/2016,142.8899994,105.8700027
21/10/2016,143.1600037,105.6200027
24/10/2016,144.5599976,107.3099976
25/10/2016,145.3399963,107.2300034
26/10/2016,144.4700012,107.0699997
27/10/2016,141.5599976,106.6299973
28/10/2016,145.0899963,107.0699997
31/10/2016,141.3000031,107.1999969
1/11/2016,141.4100037,106.7099991
2/11/2016,142.7200012,106.7099991
3/11/2016,141.3800049,106.6299973
4/11/2016,140.5599976,105.8099976
7/11/2016,140.3699951,106.9599991
8/11/2016,141.2700043,108.7200012
9/11/2016,157.8099976,107.25
10/11/2016,160.4900055,103.25
11/11/2016,167.4799957,103.1900024
14/11/2016,164.9799957,101.3899994
15/11/2016,164.6000061,101.8499985
16/11/2016,165.3200073,101.7099991
17/11/2016,164.9700012,101.6200027
18/11/2016,165.4400024,101.3099976
21/11/2016,164.8999939,102.2600021
22/11/2016,165.0200043,102.8899994
23/11/2016,164.7299957,101.5299988
25/11/2016,165.8600006,102.1699982
28/11/2016,166.1499939,102.7900009
29/11/2016,165.0599976,102.5400009
30/11/2016,161.7799988,100.0999985
1/12/2016,159.0099945,99.02999878
2/12/2016,157.6199951,100.5999985
5/12/2016,160.0200043,100.7099991
6/12/2016,159.7200012,101.5500031
7/12/2016,162.0299988,102.8099976
8/12/2016,161.9100037,102.1500015
9/12/2016,167.1499939,103.5699997
12/12/2016,167.3300018,104.7200012
13/12/2016,167.1600037,105.6299973
14/12/2016,167.7200012,104.4700012
15/12/2016,171.6600037,105.3000031
16/12/2016,174.0599976,105.8700027
19/12/2016,173.6000061,105.4100037
20/12/2016,178.5200043,104.9000015
21/12/2016,177.2100067,104.6999969
22/12/2016,174.6699982,105.3499985
23/12/2016,177.5599976,105.0899963
27/12/2016,179.0800018,105.1299973
28/12/2016,178.6999969,104.6200027
29/12/2016,179.0500031,104.9899979
30/12/2016,178.8500061,104.6299973
3/01/2017,179.6999969,104.6500015
4/01/2017,179.9600067,104.8499985
5/01/2017,179.3000031,104.7099991
6/01/2017,177.2100067,104.5599976
9/01/2017,173.1699982,103.4599991
10/01/2017,171.7299957,101.9700012
11/01/2017,170.9199982,101.8099976
12/01/2017,169.3000031,101.8399963
